"CODE","LOCATION","TYPE","RATING (MAX = 5)","Address","Description","Long Description","Tags_Creation_Description","Ticket Info","image_path","open_time","close_time","coordinate","tags","image_url"
"FB087","Chidori - Coffee in Bed","F&B",4.0,"6 Đường Hoa Cau, Phường 7, Phú Nhuận, Thành phố Hồ Chí Minh,","Chidori offers a uniquely cozy ""coffee in bed"" experience.","","",0.0,"https://ak-d.tripcdn.com/images/1me5512000jz9hfymD02A.jpg","8:00","23:00","10.7993431, 106.6881959","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889052/FB087.jpg"
"FB088","Cocotte","F&B",5.0,"136/11 Le Thanh Ton Ben Thanh Ward, District 1 136/11 Le Thanh Ton Ben Thanh Ward, District 1, Ho Chi Minh City Vietnam","Cocotte specializes in French-style rotisserie chicken.","","",22.0,"https://ak-d.tripcdn.com/images/0103x12000o5407k8AF5E.jpg","10:00","23:00","10.7738063, 106.6980024","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889060/FB088.jpg"
"FB089","Tung Garden","F&B",4.0,"253 Nguyen Van Troi Street | Eastin Grand Hotel Saigon, Ho Chi Minh City 70000, Vietnam","Tung Garden is a popular Chinese restaurant known for its dim sum and Cantonese cuisine.","","",28.0,"https://ak-d.tripcdn.com/images/0101t1200082yw1v5606D.jpg","9:30","21:30","10.7962656, 106.6731856","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889067/FB089.jpg"
"FB090","Katinat Saigon Kafe","F&B",4.3,"91 Dong Khoi St. District 1, Ho Chi Minh City 70000 Vietnam","Industrial style, historic views of buildings & streets","","",2.0,"https://ak-d.tripcdn.com/images/0106e12000km3dcxm3FD0.jpg","7:00","22:30","10.774671, 106.704369","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889069/FB090.jpg"
"FB091","Summer Experiment","F&B",4.7,"","","","",10.0,"https://ak-d.tripcdn.com/images/0106i12000chtlzy587EC.jpg","16:00","02:00","10.7745819, 106.698041","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889074/FB091.jpg"
"FB092","The Oasis Saigon Pool & Restaurant","F&B",4.0,"40 / 13-15-17-21 Bui Vien Street, District 1, Ho Chi Minh City 70,000 Vietnam","It's a refreshing Saigon oasis combining a pool and restaurant.","","",2.0,"https://ak-d.tripcdn.com/images/100d1g000001h5mr06164.jpg","06:00","23:00","10.7679141, 106.6941805","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889081/FB092.jpg"
"FB093","Pho Viet Nam","F&B",4.8,"66 Tran Quoc Toan Ward 8, Dist. 3 | 163 Tran Nao Ward Binh An, Dist. 2, Ho Chi Minh City 700000, Vietnam","It's a Vietnamese restaurant specializing in pho.","","",5.0,"https://ak-d.tripcdn.com/images/1tx2o12000km2gr903A11.jpg","06:00","21:00","10.788224, 106.68864","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889088/FB093.jpg"
"FB094","Banh Mi 362","F&B",5.0,"S49, Pham Van Nghi Street, District 7 Sky Garden 2, Ho Chi Minh City 70,000 Vietnam","An old restaurant founded in 1980, serving hearty and flavorful sandwiches","","",2.0,"https://ak-d.tripcdn.com/images/0107312000o26b3f7F283.jpg","6:30","20:30","10.7268849, 106.7087971","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889090/FB094.jpg"
"FB095","Cafe RuNam","F&B",4.0,"96 Mac Thi Buoi Ben Nghe warrd, District 1, Ho Chi Minh City 700000 Vietnam","Cafe RuNam is an elegant Vietnamese cafe renowned for its premium coffee and cuisine.","","",0.0,"https://ak-d.tripcdn.com/images/100g1e000001fuw3e20EF.jpg","07:00","23:00","10.774314, 106.704094","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889100/FB095.jpg"
"FB096","Thuong Rooftop","F&B",5.0,"258 Đ. Tôn Đản, Phường 8, Quận 4, Hồ Chí Minh, Vietnam","Thuong Rooftop is an elevated restaurant offering scenic views.","","",6.0,"https://ak-d.tripcdn.com/images/0104g12000d2jq9x28C63.jpg","16:30","0:30","10.7568205, 106.7061347","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889111/FB096.jpg"
"FB097","Shin Coffee","F&B",5.0,"18 Ho Huan Nghiep Street, Ben Nghe Ward, District 1, Ho Chi Minh City 70000 Vietnam","Shin Coffee is a cafe offering a variety of coffee beverages.","","",4.0,"https://ak-d.tripcdn.com/images/100w16000000z6bd90C9B.jpg","0:00","23:59","10.774375, 106.705208","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889124/FB097.jpg"
"FB098","Bistro Song Vie Saigon","F&B",4.0,"197/2 Nguyen Van Huong Street, Thao Dien Ward, District 2, HCMC","It's a charming Saigon bistro offering French-Vietnamese cuisine by the river.","","",38.0,"https://ak-d.tripcdn.com/images/100e0g0000007q78eD23B.jpg","6:30","23:00","10.8158496, 106.7339621","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889137/FB098.jpg"
"FB099","The Lounge","F&B",3.9,"Sheraton Saigon Hotel & Towers 88 Dong Khoi Street, District 1, Ho Chi Minh City 70000 Vietnam","The Lounge offers a chic and relaxed atmosphere for dining and drinks.","","",0.0,"https://ak-d.tripcdn.com/images/1me0w12000i6dujldAFE4.jpg","07:00","00:00","10.7757706, 106.7042346","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889147/FB099.jpg"
"FB100","Com Nieu Sai Gon","F&B",5.0,"27 Tu Xuong | District 3, Ho Chi Minh City 700000, Vietnam","Com Nieu Sai Gon offers traditional Vietnamese rice dishes served in clay pots.","","",18.0,"https://ak-d.tripcdn.com/images/100u0g0000007whk8192B.jpg","6:00","22:30","10.7819787, 106.6879746","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889155/FB100.jpg"
"FB101","Little HaNoi Egg Coffee","F&B",5.0,"258/1 Điện Biên Phủ, p, Quận 3, Hồ Chí Minh 700000, Vietnam","This cafe specializes in authentic Hanoi egg coffee.","","",6.0,"https://ak-d.tripcdn.com/images/0101412000o22xvbkA07D.jpg","07:00","21:30","10.7797001, 106.6864737","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889166/FB101.jpg"
"FB102","Banh mi Anh Phan","F&B",4.5,"145 Đ. Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh, Vietnam","Banh mi Anh Phan is a Vietnamese banh mi shop.","","",0.0,"https://ak-d.tripcdn.com/images/1me0y12000ebpx1sa1630.jpg","05:30","22:30","10.76618, 106.6893197","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889174/FB102.jpg"
"FB103","Thien Kim Bakery | Tiem Banh Cong Quynh | Banh Kem Quan 1 | Banh Kem Cong Quynh","F&B",4.3,"139 Đ. Cống Quỳnh, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh, Vietnam","Thien Kim Bakery is the Cong Quynh cake shop in District 1.","","",0.0,"https://ak-d.tripcdn.com/images/1me0y12000ebpx1sa1630.jpg","08:00","22:00","10.7661135, 106.6894096","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889191/FB103.jpg"
"FB104","Meraki cafe","F&B",3.6,"Cafe Apartment, Chung Cư 42, Đ. Nguyễn Huệ, street, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam","Meraki Cafe offers a soulful experience crafted with passion.","","",0.0,"https://ak-d.tripcdn.com/images/1me2t12000fvt44weCB91.jpg","8:00","23:30","10.7740558, 106.7041078","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889197/FB104.jpg"
"FB105","Rabbit Hole","F&B",5.0,"138 Nam Ki Khoi Nghia street, District 1, HCMC","Rabbit Hole is a whimsical, hidden eatery offering an imaginative escape.","","",30.0,"https://ak-d.tripcdn.com/images/0104n12000okhvjhv53BB.jpg","18:00","2:00","10.7775742, 106.6975438","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889206/FB105.jpg"
"FB106","SoSo Coffee","F&B",4.0,"90 Đ. Nguyễn Hữu Cảnh, Phường 22, Bình Thạnh, Thành phố Hồ Chí Minh,","SoSo Coffee is a cozy cafe serving a variety of coffee drinks.","","",0.0,"https://ak-d.tripcdn.com/images/0102k120009bgoxtx6378.jpg","07:00","21:00","10.7891045, 106.7184216","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889214/FB106.jpg"
"FB107","POCPOC Garden","F&B",5.0,"79a Nguyễn Đình Chiểu, Phường 6, Quận 3, Hồ Chí Minh, Vietnam","Known for its truly diverse music and live performances.","","",25.0,"https://ak-d.tripcdn.com/images/0102u12000h5c29j98DC3.jpg","17:00","02:00","10.7810173, 106.6926803","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889215/FB107.jpg"
"FB108","Saigon Saigon Rooftop Bar","F&B",5.0,"19-23 Lam Son Square, Bến Nghé, Quận 1, Hồ Chí Minh, Vietnam","A stylish bar with an elegant ambiance and a terrace offering panoramic city views.","","",26.0,"https://ak-d.tripcdn.com/images/100u0n000000ee9xq68AB.jpg","16:30","1:00","10.7761929, 106.7034271","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889216/FB108.jpg"
"FB109","Bep Oc Sai Gon","F&B",5.0,"74/7 Hai Bà Trưng, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 71000, Vietnam","A lively food stall atmosphere, with seafood that stands out for its freshness","","",20.0,"https://ak-d.tripcdn.com/images/0100112000o28po99ED28.jpg","11:00","22:00","10.7782443, 106.7036552","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889218/FB109.jpg"
"FB110","Restaurant Ho Chi Minh (Saigon) - Duong Restaurant Ho Chi Minh","F&B",4.7,"27 Dong Du Street,District 1,Ho Chi Minh","Duong Restaurant offers cuisine from Ho Chi Minh (Saigon).","","",40.0,"https://ak-d.tripcdn.com/images/100l12000000sq63y47A1.jpg","10:00","22:00","10.776003, 106.704881","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889226/FB110.jpg"
"FB111","The Old Compass Cafe and Bar","F&B",4.3,"3rd Floor, 63/11 Pasteur, Ben Nghe Ward, District 1, HCMC","A hidden, atmospheric cafe and bar with a unique vintage charm.","","",13.0,"https://ak-d.tripcdn.com/images/100l12000000sq5fn1F81.jpg","9:00","22:00","10.7748976, 106.7005786","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889236/FB111.jpg"
"FB112","B3 - Steakhouse & Craft beer","F&B",4.0,"Level 1, 14 Nguyen Hue, Ben Nghe Ward, District 1, Ho Chi Minh City, Vietnam","B3 is a restaurant specializing in steak and craft beer.","","",24.0,"https://ak-d.tripcdn.com/images/0103g12000bcuz75r4981.jpg","15:00","23:00","10.7731502, 106.7050776","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889247/FB112.jpg"
"FB113","Mien Dong Thao Coffee","F&B",4.8,"221A Nguyen Trong Tuyen, P. 8 Q. Phu Nhuan, Ho Chi Minh City 70000 Vietnam","Mien Dong Thao Coffee is a cafe known for its natural, garden-like ambiance.","","",4.0,"https://ak-d.tripcdn.com/images/100h1c000001dbznfE840.jpg","7:00","23:00","10.7975395, 106.6751783","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889257/FB113.jpg"
"FB114","McDonald's","F&B",5.0,"2-6 BIs Dien Bien Phu | Phuong Da Kao, Quan 1, Ho Chi Minh City, Vietnam","McDonald's is a worldwide fast-food chain famous for its burgers and fries.","","",4.0,"https://ak-d.tripcdn.com/images/1003hk114wstq34s094CE.jpg","09:30","22:00","10.7731883, 106.7009194","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889266/FB114.jpg"
"FB115","Banh Xeo 46A","F&B",3.5,"46A D Dinh Cong Trang | District 3, Ho Chi Minh City","Banh Xeo 46A is a popular Ho Chi Minh City eatery famous for its delicious banh xeo.","","",13.0,"https://ak-d.tripcdn.com/images/10050g0000007qe6o123B.jpg","10:00","21:00","10.7895674, 106.6913428","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889282/FB115.jpg"
"FB116","Quince Saigon","F&B",5.0,"37bis Đ. Ký Con, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, Vietnam","Quince Saigon is a Michelin-starred restaurant renowned for its refined modern European cuisine.","","",105.0,"https://ak-d.tripcdn.com/images/0104y12000kmxp65e73D6.jpg","17:30","22:30","10.766199, 106.6992167","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889290/FB116.jpg"
"FB117","SHODAY","F&B",5.0,"3A1 Ngô Văn Năm, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 71006, Vietnam","SHODAY offers a dining experience.","","",6.0,"https://ak-d.tripcdn.com/images/0102l12000myu7mwz466E.jpg","11:00","23:30","10.780904, 106.706305","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889301/FB117.jpg"
"FB118","Godmother Bake & Brunch","F&B",4.0,"70B Đ. Lê Lợi, Phường Bến Thành, Quận 1, Hồ Chí Minh, Việt Nam","It's a warm, inviting spot for delicious baked goods and satisfying brunch.","","",0.0,"https://ak-d.tripcdn.com/images/010411200089y968x3719.jpg","8:00","22:00","10.7733507, 106.6996511","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889311/FB118.jpg"
"FB119","The Gangs","F&B",3.7,"131 Nguyen Phuc Nguyen | Ward 10, Dist.3, Ho Chi Minh City 700000, Vietnam","The Gangs offers a lively atmosphere perfect for group dining.","","",0.0,"https://nephele.trip.com/target/1me2v12000ohkodb4F01E.jpg","11:00","00:00","10.7798722, 106.6799389","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889321/FB119.jpg"
"FB120","Pho Dau","F&B",5.0,"288 / M1 Nam Ky Khoi Nghia | Ward 8, District 3, Ho Chi Minh City 700000, Vietnam","Founded in 1958, smooth pho carries the soul of Vietnamese cuisine.","","",3.0,"https://ak-d.tripcdn.com/images/0102e12000jfq079mE822.jpg","05:00","13:00","10.78233, 106.69205","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889322/FB120.jpg"
"FB121","Marcel Gourmet Burger","F&B",5.0,"132 Calmette, D1 Saigon, Vietnam","Marcel Gourmet Burger is a restaurant specializing in gourmet, high-quality burgers.","","",9.0,"https://ak-d.tripcdn.com/images/100b12000000ssdog62CB.jpg","11:00","22:00","10.7686388, 106.6986223","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889333/FB121.jpg"
"FB122","Au Pagolac","F&B",4.7,"978 Tran Hung Dao, Ward 7, District 5, Ho Chi Minh City 700000, Vietnam","Au Pagolac is a Parisian restaurant serving authentic Cambodian cuisine.","","",9.0,"https://ak-d.tripcdn.com/images/100d0u000000iuh45C936.jpg","10:00","22:00","10.753157, 106.6724","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889339/FB122.jpg"
"FB123","The Lunch Lady (Nguyen Thi Thanh)","F&B",4.8,"23 Hoang Sa St., District 1 | Phuong Da Kao, District 1, Ho Chi Minh City 70000, Vietnam","The Lunch Lady is an iconic, Bourdain-featured Vietnamese street food stall famous for its daily rotating menu of authentic dishes.","","",4.0,"https://ak-d.tripcdn.com/images/100s0g0000007q7sgC406.jpg","10:30","15:30","10.7917441, 106.7044226","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889348/FB123.jpg"
"FB124","La Plancha","F&B",4.4,"25 Tran Ngoc Dien, Thao Dien, Q2, Ho Chi Minh City, Vietnam","La Plancha specializes in fresh, hot-griddled cuisine.","","",19.0,"https://ak-d.tripcdn.com/images/100b0g0000007q89h7D25.jpg","11:00","23:00","10.8049945, 106.739891","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889360/FB124.jpg"
"FB125","Kohaku UDON & RAMEN - Phan Xich Long","F&B",5.0,"246 Phan Xích Long, Phường 7, Phú Nhuận, Thành phố Hồ Chí Minh, Vietnam","Kohaku Phan Xich Long serves Japanese udon and ramen.","","",6.0,"https://ak-d.tripcdn.com/images/0106e12000o05s4yc54CC.jpg","9:00","22:00","10.7979478, 106.6896024","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889371/FB125.jpg"
"FB126","Brix Wine Bar & Kitchen","F&B",4.6,"42 Pasteur Ben Nghe Ward, District 1, Ho Chi Minh City 700000 Vietnam","Brix offers a modern menu in a relaxed wine bar setting.","","",12.0,"https://ak-d.tripcdn.com/images/100t0o000000f6fia6A03.jpg","13:00","01:00","10.771305, 106.702489","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889380/FB126.jpg"
"FB127","Quan Thuy","F&B",4.8,"84 Dinh Tien Hoang St., Dist.1, Ho Chi Minh City, Vietnam","Quan Thuy is a Vietnamese restaurant well-known for its fresh seafood.","","",14.0,"https://ak-d.tripcdn.com/images/100o050000000s28bAD41.jpg","09:00","23:00","10.79018, 106.69773","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889386/FB127.jpg"
"FB128","The Alley Cocktail Bar & Kitchen","F&B",5.0,"63/8 Pasteur Street, Ho Chi Minh City, Vietnam","The Alley Cocktail Bar & Kitchen offers a refined blend of expertly crafted cocktails and delicious kitchen dishes in an intimate setting.","","",14.0,"https://ak-d.tripcdn.com/images/0102a12000chu4ftz3A25.jpg","17:00","1:00","10.7748762, 106.700202","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889393/FB128.jpg"
"FB129","Urbane Lounge","F&B",3.6,"148 Tran Hung Dao Blvd District 1, inside Pullman Hotel, Ho Chi Minh City Vietnam","Urbane Lounge offers a sophisticated yet relaxed dining atmosphere.","","",6.0,"https://ak-d.tripcdn.com/images/10070n000000efyd35453.jpg","06:00","22:00","10.7641994, 106.6918067","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889399/FB129.jpg"
"FB130","DB Restaurant","F&B",4.9,"117 Cong Quynh, Nguyen Cu Trinh Ward, District 1, Ho Chi Minh City 700000 Vietnam","DB Restaurant is a dining establishment.","","",7.0,"https://ak-d.tripcdn.com/images/10010n000000er9l7F87E.jpg","06:30","23:00","10.7653618, 106.6898929","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889404/FB130.jpg"
"FB131","After Tapas & Wine Restaurant","F&B",4.7,"28B Ngo Van Nam District 1, Ho Chi Minh City 700000 Vietnam","It's a restaurant specializing in shared small plates and a variety of wines.","","",8.0,"https://ak-d.tripcdn.com/images/100j0g0000007pp3744D9.jpg","11:00","23:30","10.78143, 106.7060842","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889414/FB131.jpg"
"FB132","Bamboo Sushi Restaurant","F&B",4.0,"104 Cu Lao Street Ward 2, Phu Nhuan District, Ho Chi Minh City 70000 Vietnam","It's a sushi restaurant with a distinct bamboo theme.","","",4.0,"https://ak-d.tripcdn.com/images/10060o000000f6ub0123C.jpg","10:00","22:00","10.7970791, 106.6871672","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889425/FB132.jpg"
"FB133","'NAMO Italian Restaurant","F&B",4.0,"74/6 Hai Ba Trung, Ho Chi Minh City 700000, Vietnam","NAMO Italian Restaurant offers a sophisticated take on modern Italian cuisine.","","",21.0,"https://ak-d.tripcdn.com/images/100u0g0000007pye577DC.jpg","11:00","23:00","10.777925, 106.7037849","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889432/FB133.jpg"
"FB134","Ben Nay Restaurant","F&B",3.6,"07 Phu Thuan Phu Hoa Dong, Cu Chi, Ho Chi Minh City 700000 Vietnam","Ben Nay Restaurant serves meals.","","",0.0,"https://ak-d.tripcdn.com/images/100c060000001n6t95792.jpg","8:00","15:30","11.0133843, 106.5646575","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889437/FB134.jpg"
"FB135","SaigonSteak123 Steakhouse","F&B",3.8,"No123 Le Loi street, Ben Thanh ward, district 1 HCMC Ben Thanh market, Ho Chi Minh City 70000 Vietnam","This steakhouse offers a unique fusion of classic cuts and Vietnamese flavors.","","",245.0,"https://ak-d.tripcdn.com/images/fd/tg/g5/M04/C5/92/CggYsVc6vR2AIzWwAAGRtHomXos471.jpg","10:00","23:00","10.772373, 106.6996464","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889444/FB135.jpg"
"FB136","The Tavern PMH","F&B",5.0,"R2-24 Hung Gia 3, Bui Bang Doan Street Phu My Hung, Ho Chi Minh City 700000 Vietnam","The Tavern PMH is a casual spot offering traditional pub food and drinks.","","",0.0,"https://ak-d.tripcdn.com/images/100u060000001n6crD078.jpg","11:00","23:59","10.7327436, 106.7086255","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889452/FB136.jpg"
"FB137","Bibi At Alibi","F&B",3.7,"5A nguyen sieu st. | district 1, Ho Chi Minh City, Vietnam","Bibi At Alibi offers a distinctive culinary experience in an intriguing, Alibi-themed setting.","","",10.0,"https://ak-d.tripcdn.com/images/100g0g0000007q5tv99E8.jpg","11:30","14:00","10.7776353, 106.7044058","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889465/FB137.jpg"
"FB138","OMG!","F&B",4.0,"15-17-19 Nguyen An Ninh Street, District 1, Ho Chi Minh City 70,000 Vietnam","OMG! offers an unforgettable, over-the-top dining experience.","","",28.0,"https://ak-d.tripcdn.com/images/100e1g000001h9tff81AC.jpg","17:00","01:00","10.772017, 106.69743","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889473/FB138.jpg"
"FB139","Pho Anh","F&B",4.0,"8-10A Ky Dong, W.9, District 3, Ho Chi Minh City 70000 Vietnam","Pho Anh serves authentic Vietnamese noodle soup.","","",2.0,"https://ak-d.tripcdn.com/images/010691200082wah5kDE1A.jpg","6:00","22:00","10.7844559, 106.6828148","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889485/FB139.jpg"
"FB140","Gotcha","F&B",4.8,"25 Bui Vien | Ward Pham Ngu Lao, Dist. 1, Ho Chi Minh City 700000, Vietnam","Gotcha is a revolving sushi bar.","","",3.0,"https://ak-d.tripcdn.com/images/1007050000000qmke9F16.jpg","00:00","23:59","10.766069, 106.69113","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889492/FB140.jpg"
"FB141","City Garden","F&B",4.4,"38 Hai Ba Trung, Phuong Ben Nghe, Quan 1, Ho Chi Minh City Vietnam","City Garden offers a refreshing urban dining escape.","","",10.0,"https://ak-d.tripcdn.com/images/100p060000001lzvvE32B.jpg","07:00","23:00","10.7770582, 106.7047483","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889498/FB141.jpg"
"FB142","Nhat Cua Singapore Chili","F&B",4.0,"476A Tran Hung Dao Ward 2, District 5, Ho Chi Minh City 700000 Vietnam","This restaurant offers Singaporean chili dishes.","","",22.0,"https://ak-d.tripcdn.com/images/0103412000960yv221A40.jpg","11:00","23:00","10.755854, 106.682089","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889508/FB142.jpg"
"FB143","NEX Restaurant & Cafe","F&B",4.0,"49 Tran Nhat Duat Tan Đinh, District 1, Ho Chi Minh City 700000 Vietnam","NEX Restaurant & Cafe offers diverse dining in a modern setting.","","",0.0,"https://ak-d.tripcdn.com/images//100e15000000xui3f0182.jpg","0:00","23:59","10.793909, 106.689586","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889516/FB143.jpg"
"FB144","RIVIA Food & Dining","F&B",4.0,"18 Nguyễn Cư Trinh, Phường Phạm Ngũ Lão, Quận 1, Ho Chi Minh City, Vietnam","RIVIA Food & Dining is a fantasy-themed restaurant.","","",24.0,"https://ak-d.tripcdn.com/images/0101g12000bd2qxsxB1A2.jpg","10:00","22:00","10.7649668, 106.6920109","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889525/FB144.jpg"
"FB145","Bo Kho 5 sao","F&B",4.0,"81 Nguyen Cu Trinh Nguyen Cu Trinh Ward, District 1, Ho Chi Minh City Vietnam","Bo Kho 5 sao is a Vietnamese restaurant specializing in premium beef stew.","","",1.0,"https://ak-d.tripcdn.com/images/010621200089yb2n3143F.jpg","0:00","23:59","10.763964, 106.69052","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889534/FB145.jpg"
"FB146","The Bawa's Grill","F&B",4.3,"72/3b Huynh Van Banh street | ward 15, Phu Nhuan district, Ho Chi Minh City 700000, Vietnam","The Bawa's Grill offers Parsi cuisine with a focus on grilled dishes.","","",26.0,"https://ak-d.tripcdn.com/images/100d0o000000f5bsb0997.jpg","11:30","21:45","10.794217, 106.680507","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889543/FB146.jpg"
"FB147","Poke Saigon","F&B",5.0,"42/25 Nguyen Hue Street 2nd Floor, Ho Chi Minh City Vietnam","Poke Saigon offers fresh poke bowls with a Vietnamese twist.","","",9.0,"https://ak-d.tripcdn.com/images/0105p12000bd2pwjz4ED1.jpg","10:00","21:00","10.7741028, 106.7040883","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889550/FB147.jpg"
"FB148","Pizza 4P's Ben Thanh","F&B",4.0,"8 Thu Khoa Huan, Ben Thanh Ward, District 1, Ho Chi Minh City","Pizza 4P's Ben Thanh offers high-quality, artisanal pizzas in a popular setting.","","",14.0,"https://ak-d.tripcdn.com/images/0100412000bd2pglo3F5F.jpg","11:00","23:00","10.773361, 106.6976173","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889557/FB148.jpg"
"FB149","Bosgaurus Coffee Roasters","F&B",4.2,"92 Nguyen Huu Canh | Villa 1D5, Sai Gon Pearl, Binh Thanh District, Ho Chi Minh City 70000, Vietnam","Bosgaurus Coffee Roasters is a cafe renowned for its expertly roasted specialty coffee.","","",5.0,"https://ak-d.tripcdn.com/images/100e0n000000e35762A4B.jpg","7:30","21:00","10.7889116, 106.7206306","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889564/FB149.jpg"
"FB150","Oliver's Pizza","F&B",4.0,"80/5 Mac Dinh Chi | Dakao, District 1, Ho Chi Minh City 70000, Vietnam","Oliver's Pizza is a restaurant specializing in pizza.","","",13.0,"https://ak-d.tripcdn.com/images/100o0g0000007p9x84F54.jpg","11:00","23:59","10.7903656, 106.7117273","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889569/FB150.jpg"
"FB151","Sancho Cantina","F&B",4.5,"207 Bui Vien, Ho Chi Minh City 700000 Vietnam","Sancho Cantina is a vibrant spot offering authentic Mexican food and drinks.","","",8.0,"https://ak-d.tripcdn.com/images/100g0n000000eewfv3050.jpg","17:00","02:00","10.765583, 106.690605","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889576/FB151.jpg"
"FB152","Latest Recipe","F&B",4.6,"3C Ton Duc Thang Street | Ben Nghe Ward, District 1, Ho Chi Minh City 70000, Vietnam","Latest Recipe offers a diverse selection of contemporary international cuisine.","","",52.0,"https://ak-d.tripcdn.com/images/0100712000b1tgopn5E43.jpg","06:00","22:00","10.779917, 106.70737","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889586/FB152.jpg"
"FB153","BBQ Saigon Night","F&B",5.0,"198/4 Bui Vien, Dist. 1, Ho Chi Minh City 70000, Vietnam","BBQ Saigon Night offers an authentic taste of Vietnamese barbecue culture.","","",3.0,"https://ak-d.tripcdn.com/images/100h0q000000g40nrE5F8.jpg","18:00","04:00","10.766493, 106.691686","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889593/FB153.jpg"
"FB154","Villa Royale Antiques and Tearoom","F&B",4.0,"3 Tran Ngoc Dien Thao Dien D2, Ho Chi Minh City 70000 Vietnam","It's a delightful blend of an antique shop and a charming tearoom.","","",6.0,"https://ak-d.tripcdn.com/images/10031g000001haaqm437C.jpg","10:00","17:00","10.8028905, 106.7385625","","https://res.cloudinary.com/dgc2a1loy/image/upload/v1761889602/FB154.jpg"
